Alphabets,Colors,Digits,Arithmetic,Shapes,Objects,Emotions,Sound,Communication,Actions,Recommended Lessons
0,3.65,0,5.32,2,0.04,6.09,6.32,4.22,8,Alphabets Colors Digits Arithmetic Shapes Objects Communication
2.91,3.59,2.08,3.59,9,9.39,1.69,6,6.06,7.77,Alphabets Colors Digits Arithmetic Emotions
7,10,8.21,3.8,3.05,0,0,4.61,5.94,7.79, Arithmetic Shapes Objects Emotions Sound Communication
5.14,1,10,7.68,10,3.1,10,1,4.77,2.46,Alphabets Colors Objects Sound Communication Actions
5.76,4,9.96,5,0,3,0.93,2.1,7.7,10,Alphabets Colors Arithmetic Shapes Objects Emotions Sound
9.38,3.8,5.75,8.31,1.32,4,0,4.62,4.27,4.91, Colors Digits Shapes Objects Emotions Sound Communication Actions
7,0,4,0.64,3.89,6.21,6,5.07,1.65,4.92, Colors Digits Arithmetic Shapes Sound Communication Actions
5,6.73,5,6.15,1.46,0.89,4.87,3.4,1,0,Alphabets Digits Shapes Objects Emotions Sound Communication Actions
2.77,5.94,6.96,8.23,0,2.68,1.49,1.42,7.86,7.44,Alphabets Colors Shapes Objects Emotions Sound
0,2.46,6.64,7.09,6.9,7.69,7,3.36,5.93,7.18,Alphabets Colors Sound Communication
0,10,8.16,7.3,10,2,0,0,0,0.51,Alphabets Objects Emotions Sound Communication Actions
0,8,0.81,8.39,4.19,7,6.99,0,6.83,0,Alphabets Digits Shapes Sound Actions
1.72,6,5.62,1.85,4.83,4.11,4,3.68,1.54,1,Alphabets Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
8,0,4.47,9,6,5.41,6.91,7.44,0.18,6, Colors Digits Objects Communication
5.42,5.96,0,1.89,4,1.79,4.29,3.92,0,0,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
10,9,7.94,0.47,7,0.51,0,0,1.02,8, Arithmetic Objects Emotions Sound Communication
1.61,5.83,1,10,7.81,2,6.46,4.12,1.05,7,Alphabets Colors Digits Objects Sound Communication
5.28,7.22,0,4.29,8.76,0,0,3.39,8,5,Alphabets Digits Arithmetic Objects Emotions Sound Actions
5.3,4.34,5.56,8,0,5,6.78,0,0.75,2,Alphabets Colors Digits Shapes Objects Sound Communication Actions
3.56,7.2,2.25,3.31,8.55,7.63,5.57,0,0,9,Alphabets Digits Arithmetic Emotions Sound Communication
2.49,2.03,3.98,9,8,5.8,8.69,7,0,6.06,Alphabets Colors Digits Objects Communication
8,1.33,3,4.71,3.89,1,6.29,5,0,4.79, Colors Digits Arithmetic Shapes Objects Sound Communication Actions
4.77,8,0.8,4.24,5,9,4.89,0,7.65,3,Alphabets Digits Arithmetic Shapes Emotions Sound Actions
0,2.22,1.84,0,6.37,1.73,3,6.57,0,10,Alphabets Colors Digits Arithmetic Objects Emotions Communication
1,7,0,7,2.56,4.02,6.64,3.04,4.14,4,Alphabets Digits Shapes Objects Sound Communication Actions
2.63,3,0,0,8.61,7.86,8,1.8,1.87,5.91,Alphabets Colors Digits Arithmetic Sound Communication Actions
3.99,1.24,4.11,0,0.81,2.39,0,6.03,2.33,8.86,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Communication
5.31,8,5.39,5,8,8.72,1.77,0,5.86,0,Alphabets Digits Arithmetic Emotions Sound Communication Actions
7,9,10,0.53,0.35,5.36,3.3,2,7.2,0, Arithmetic Shapes Objects Emotions Sound Actions
2.76,1,6.09,8.93,0,5.81,8.38,2,5.47,6,Alphabets Colors Shapes Objects Sound Communication
0.82,4.87,8,0.58,7.73,6,10,10,1.43,7.63,Alphabets Colors Arithmetic Communication
4.11,3.49,6.8,3.27,1.76,0.62,0,0,0,10,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Communication
1.51,2.87,9.96,0,1.18,0.23,8,2.83,9,3.59,Alphabets Colors Arithmetic Shapes Objects Sound Actions
5,2.6,2,9.66,3,1,8,0.01,9.89,0,Alphabets Colors Digits Shapes Objects Sound Actions
0.24,2.71,2.31,0.78,0,9,3.38,4,9,4.89,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Actions
3.09,0.96,5.59,9,1,6,6.02,0.73,1.44,2.71,Alphabets Colors Digits Shapes Sound Communication Actions
4.59,6.14,8.14,7.19,8,3,7.92,9,1.9,5.38,Alphabets Objects Communication Actions
5.83,5,4.49,0,3.93,0,7.34,7.36,0,6.53,Alphabets Colors Digits Arithmetic Shapes Objects Communication
6.15,6.73,0.57,0,5,0,0.53,6.4,6.39,6.6, Digits Arithmetic Shapes Objects Emotions
1.14,4.53,4.94,0,7.86,7.56,1,0,6.45,4,Alphabets Colors Digits Arithmetic Emotions Sound Actions
3.56,5,9,0.47,2,0,9.56,2.56,1,8,Alphabets Colors Arithmetic Shapes Objects Sound Communication
5,0,0,1,0,5,0,0,0.42,2.65,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
2,5,3.36,0.13,7.75,7,6,3.82,0,2.75,Alphabets Colors Digits Arithmetic Sound Communication Actions
4.18,1.97,1.93,3.65,2.24,6.62,4.8,0.76,1.91,0,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Communication Actions
0.78,0,2.21,7.78,3.82,0.8,6.14,0.4,0,10,Alphabets Colors Digits Shapes Objects Sound Communication
0,4.84,4.97,6.9,8.2,6.27,0,6.39,0,8,Alphabets Colors Digits Emotions Communication
1.95,2.77,2,0,3.07,5.96,8.49,0,4.71,4.06,Alphabets Colors Digits Arithmetic Shapes Objects Sound Communication Actions
0.94,1.77,0,6,0,3.83,3.91,5.29,0,0,Alphabets Colors Digits Shapes Objects Emotions Sound Communication Actions
1.44,9.46,7,1.97,5.55,0,3.11,9,3.93,0,Alphabets Arithmetic Shapes Objects Emotions Communication Actions
7.6,3.57,0.74,1.63,2,0.08,5.33,8.54,0,8, Colors Digits Arithmetic Shapes Objects Emotions Communication
7,5.36,3,2.33,4,2.46,4.11,0,1.09,7, Colors Digits Arithmetic Shapes Objects Emotions Sound Communication
7.44,7.57,3.82,3.79,0,1.92,0,0,1.67,0, Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
0,0,8,3,0,1.61,6,2.92,4.97,2.12,Alphabets Colors Arithmetic Shapes Objects Sound Communication Actions
7.9,6.05,9,0,5,0,8.22,0,3.85,0, Arithmetic Shapes Objects Sound Communication Actions
4.7,4.52,6,1,7.99,10,8.8,3.77,0,0,Alphabets Colors Arithmetic Sound Communication Actions
4.45,6,0.15,1.96,4.99,5.47,10,2.06,2.25,5.69,Alphabets Digits Arithmetic Shapes Objects Sound Communication Actions
4.9,1.73,6.06,3.59,5.88,6.55,0,1,1.79,6,Alphabets Colors Arithmetic Shapes Emotions Sound Communication
9.12,7,5.36,8,8.7,4,8.92,10,0,6.76, Digits Objects Communication
0,5.49,5.42,0,1.38,1,3.15,7.23,2,9,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Communication
4.47,7.64,5.26,7.99,4.69,0,7,1,7.74,7,Alphabets Digits Shapes Objects Sound
9,9,2,2.12,4.45,0.41,0,8.15,10,3.49, Digits Arithmetic Shapes Objects Emotions Actions
9.63,8,5.17,10,6.01,2.97,2,1.38,4.57,0.84, Digits Objects Emotions Sound Communication Actions
2.21,0,2.81,2,6.34,7.84,6.35,3.82,0.91,0.93,Alphabets Colors Digits Arithmetic Sound Communication Actions
4.18,1.14,0,8,3,8.65,0,0,4,4,Alphabets Colors Digits Shapes Emotions Sound Communication Actions
7,5.08,6.2,3.86,3,0.96,6.97,4.8,3.5,1.35, Colors Arithmetic Shapes Objects Sound Communication Actions
0.94,1,8,8.74,0,7,5.02,4.48,2.3,8,Alphabets Colors Shapes Emotions Sound Communication
3.69,7,0,3.7,5,8.79,1.06,8.39,0,2.59,Alphabets Digits Arithmetic Shapes Emotions Communication Actions
4.23,0.24,6.15,6.04,5.41,0,0,6.23,6.59,5.14,Alphabets Colors Shapes Objects Emotions Actions
4.56,1.65,1.16,3,6.19,0,5.95,4.22,0.73,6.78,Alphabets Colors Digits Arithmetic Objects Emotions Sound Communication
4,0,5.11,2.6,5.08,6,0,5.94,5,9.63,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Communication
7.74,10,1.48,9,8,7.32,1.99,4.89,2.87,2.9, Digits Emotions Sound Communication Actions
7,4.94,7.49,0,5.63,0,7.95,7.14,0,0.87, Colors Arithmetic Shapes Objects Communication Actions
6.38,3.11,6.69,3.97,4,5.22,0,0,6.45,7.2, Colors Arithmetic Shapes Objects Emotions Sound
5.83,0,0,9,3.08,3.07,5,7,1.53,0,Alphabets Colors Digits Shapes Objects Emotions Communication Actions
3,9.1,1.14,0,5.26,9,4.28,5.1,0.97,2.45,Alphabets Digits Arithmetic Shapes Emotions Sound Communication Actions
4,2,2.99,7,2.19,3.03,2.76,0,7.3,5.08,Alphabets Colors Digits Shapes Objects Emotions Sound Actions
0,0,0,2.91,9,8,5,0,8.39,8.27,Alphabets Colors Digits Arithmetic Emotions Sound
0,0,1,6.34,0.54,8,2.62,0,1.87,3,Alphabets Colors Digits Shapes Emotions Sound Communication Actions
5.72,3,9.22,8,0,0,7.84,9.2,3.29,0.62,Alphabets Colors Shapes Objects Communication Actions
9,1.95,3.94,2.07,10,3.76,0.71,4.49,0,6.32, Colors Digits Arithmetic Objects Emotions Sound Communication
7.61,9,3.05,9,3.08,5.76,9,10,8.79,5.14, Digits Shapes Objects Actions
0,0,1.7,0,8.12,6.1,8.78,0.99,8,10,Alphabets Colors Digits Arithmetic Sound
0,7,7.92,0.19,8.9,5.61,3.78,7,0.61,0.64,Alphabets Arithmetic Objects Emotions Communication Actions
0,0.02,6.17,8.16,4.38,1.64,0,6,5.29,7.31,Alphabets Colors Shapes Objects Emotions Communication
7.39,5,4.55,2.49,8,2.48,4.89,0,0,0.73, Colors Digits Arithmetic Objects Emotions Sound Communication Actions
5,3.73,0,5.53,0,3.92,7,2.58,1.26,0,Alphabets Colors Digits Arithmetic Shapes Objects Sound Communication Actions
6.14,0.2,1.43,5.97,7.1,3,0.19,5,0,5.27, Colors Digits Arithmetic Objects Emotions Sound Communication Actions
4.06,5.66,6,0.38,9,1.82,7.58,0,1,6,Alphabets Colors Arithmetic Objects Sound Communication
1.93,6.18,8.08,0,0,8.88,0,6,7,8.46,Alphabets Arithmetic Shapes Emotions
1.83,7.84,3.22,4.98,4.1,6.85,6.13,1.91,0,0,Alphabets Digits Arithmetic Shapes Sound Communication Actions
0,7,0,7.94,8,0,10,0,1.59,9.38,Alphabets Digits Objects Sound Communication
3.14,7.28,5.06,4.75,4.34,7.78,3,1,7.23,3.13,Alphabets Digits Arithmetic Shapes Emotions Sound Actions
0,7.78,9,6.64,0,1.05,0,0,0.86,1,Alphabets Shapes Objects Emotions Sound Communication Actions
6.99,5.01,2.53,0,0,7.72,0,8.86,7.84,1.3, Colors Digits Arithmetic Shapes Emotions Actions
10,10,0,0,1,1,3.29,0.6,2,7.02, Digits Arithmetic Shapes Objects Emotions Sound Communication
8.75,8.19,2.42,9,0,6.59,0,9.45,1,1.75, Digits Shapes Emotions Communication Actions
8.77,8.87,9,0,3.41,2,6.87,0.45,2,4.11, Arithmetic Shapes Objects Sound Communication Actions
1.85,7.03,4,0,2.03,8,5.54,0,5.35,4.8,Alphabets Digits Arithmetic Shapes Emotions Sound Communication Actions
0.7,5.81,3.98,6.8,8.18,2.11,6.49,1.83,8.47,5,Alphabets Colors Digits Objects Sound Actions
2.46,9.23,3.05,1.7,7,8,7.24,0,0,9.36,Alphabets Digits Arithmetic Sound Communication
0,4,6.04,2,3.13,0,1.45,5.18,8.36,0,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Actions
8.86,3,0,5.66,5.92,3,0,8.24,2,6, Colors Digits Arithmetic Shapes Objects Emotions Communication
9,7,7.4,8,0,9,8,2,3.24,1.75, Shapes Sound Communication Actions
4.01,7.95,0,6,1.62,6.13,9.95,7.14,1.6,5,Alphabets Digits Shapes Communication Actions
7.25,0.14,7.73,8,8,6.85,3.3,6.14,1,7.34, Colors Emotions Communication
4.45,4,1,0,6,8,5.63,0.15,10,10,Alphabets Colors Digits Arithmetic Emotions Sound
0,0.48,6,6.29,3.47,1,9,8,6.85,0,Alphabets Colors Shapes Objects Actions
3.51,0,0,2,1,10,3.15,2.97,0,5.51,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Communication Actions
4.62,1.35,9.18,2.92,7.07,9,0,6.79,8,4.94,Alphabets Colors Arithmetic Emotions Actions
1,5,6.01,5.91,9,0,8.3,5.04,1.29,2,Alphabets Colors Arithmetic Objects Sound Communication Actions
0,4.53,8.83,7.38,3.85,6,8.57,0,8,3,Alphabets Colors Shapes Sound Actions
8,4.97,4,5,7.54,8.21,2.4,1.74,5.83,1.64, Colors Digits Arithmetic Emotions Sound Communication Actions
4.89,0,0.9,5.27,0,0.37,0,5,7.56,0,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Actions
6.7,3.41,7.92,0,1,2.83,0,0.22,5.39,1.89, Colors Arithmetic Shapes Objects Emotions Sound Communication Actions
3,1.95,9.15,6.28,0,3.6,7.88,2.94,8.95,9.43,Alphabets Colors Shapes Objects Sound
5,10,10,5.17,4,4.4,1.5,0.25,0,0.64,Alphabets Arithmetic Shapes Objects Emotions Sound Communication Actions
8.61,3,4.91,2.04,5.04,6.58,0.81,7,0,7.02, Colors Digits Arithmetic Shapes Emotions Communication
0.25,6.06,0,9.14,8,10,0.93,4,7.31,5.06,Alphabets Digits Emotions Sound Actions
1.85,5.58,5.67,2.68,0,9.1,0.98,5,1.09,5.82,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Communication Actions
3,4,4.13,1.82,1.92,10,2.5,3.16,1.92,8,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Communication
1.74,6,4,0,9,1,6.4,2.89,5.19,7.29,Alphabets Digits Arithmetic Objects Sound Communication
1.56,10,5.73,8.48,4.19,5.21,6,3,3.35,2.9,Alphabets Digits Shapes Objects Sound Communication Actions
2,0,5,3.22,7.13,0.97,5.57,5.67,9,8.96,Alphabets Colors Digits Arithmetic Objects Emotions Sound
4.72,0,0.03,4.86,1,0,5.14,1,0,6,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication
6,0,9,5,7.18,9.35,4.15,0,1.68,8.08, Colors Arithmetic Emotions Sound Communication
4,2.89,4,8,4.99,0,7.43,7,0,3.31,Alphabets Colors Digits Shapes Objects Communication Actions
0,3.06,9.35,5.97,0.3,7,3,6.56,0,7.2,Alphabets Colors Arithmetic Shapes Emotions Communication
9,1.7,9,0,6.51,7.64,0.93,5.05,8,0, Colors Arithmetic Emotions Sound Actions
0,1.22,9.87,8,3.64,0.38,0,0,3,7.63,Alphabets Colors Shapes Objects Emotions Sound Communication
3.33,0,7,3.97,6.47,1.8,0,0,3,3,Alphabets Colors Arithmetic Objects Emotions Sound Communication Actions
0,2.82,7.74,2,3,3.61,0,10,5,4,Alphabets Colors Arithmetic Shapes Objects Emotions Communication Actions
7.62,3.24,7,5.94,6.92,5.02,9,7,4.83,8.74, Colors Arithmetic Objects Communication
0,8,7,1.75,0,0,2.13,6,2,0.21,Alphabets Arithmetic Shapes Objects Emotions Communication Actions
0.24,4.11,0,8.38,8.19,6.34,5.74,5,3,4,Alphabets Colors Digits Emotions Sound Communication Actions
0,8.57,8,2.96,4.28,8,7.36,2.06,7,6.44,Alphabets Arithmetic Shapes Sound
6,5,2.83,6,0,3.43,5.96,0,0,5, Colors Digits Shapes Objects Emotions Sound Communication Actions
0,6.18,7.4,10,7.06,0,4.75,2.32,0,6,Alphabets Objects Emotions Sound Communication
10,0,3.17,5.45,4,9,2.13,9,5.81,4.12, Colors Digits Arithmetic Shapes Emotions Communication Actions
3.95,5.16,3.58,2.15,7,3.53,0,0,5.98,6.42,Alphabets Colors Digits Arithmetic Objects Emotions Sound Communication
3.05,0.78,0,4.04,6,9.19,5.22,6.3,1.63,2.99,Alphabets Colors Digits Arithmetic Emotions Communication Actions
10,2.99,6.95,4.13,9,9,2,2.5,2.86,1.27, Colors Arithmetic Emotions Sound Communication Actions
2.43,9,9.69,9,8,0,5.98,5.26,0.51,1.86,Alphabets Objects Emotions Sound Communication Actions
5,0.25,2.11,0.62,7.42,5.41,3.47,4.79,0,7.42,Alphabets Colors Digits Arithmetic Objects Emotions Sound Communication
1.37,9.12,5.85,7.02,6,1,6.49,6.19,7.57,1.32,Alphabets Digits Objects Actions
4,6,0,3.83,3.57,1.86,8.21,0,4.24,3.67,Alphabets Digits Arithmetic Shapes Objects Sound Communication Actions
7,2.18,2,3.09,5.35,7.38,6,0.6,6,3.38, Colors Digits Arithmetic Shapes Sound Actions
0,1.44,0.91,8.14,9.76,0,1,8.17,3,2.88,Alphabets Colors Digits Objects Emotions Communication Actions
5.64,0,0,9,3.8,7.69,6.66,7.64,0,0,Alphabets Colors Digits Shapes Communication Actions
4.5,0.75,1.89,1.51,6.78,3.72,1,1.84,6,3.87,Alphabets Colors Digits Arithmetic Objects Emotions Sound Actions
6.48,1.1,1.92,2.34,6,8,6,0,7.11,8, Colors Digits Arithmetic Sound
10,5.82,0,1.09,8,7.11,0,6.9,0,0.33, Colors Digits Arithmetic Emotions Communication Actions
4.63,1,0.36,8.6,3.95,7.92,5.81,2.87,4.06,0,Alphabets Colors Digits Shapes Emotions Sound Communication Actions
3.94,2.19,4.83,2.66,0,4,4.45,0.5,3,10,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication
0,9,0,4,4.42,6.09,8,6.99,0.15,6.79,Alphabets Digits Arithmetic Shapes Communication
10,9,3.66,1.54,7,3.24,4.34,8.95,4.79,0.65, Digits Arithmetic Objects Emotions Communication Actions
1,5.72,7.83,7.98,0,8,0.78,4,1.39,0,Alphabets Colors Shapes Emotions Sound Communication Actions
3,0,5.86,2,8.33,6.1,6,0,10,7.32,Alphabets Colors Digits Arithmetic Sound
6,7.91,6.36,0,0,1.12,0,8,9.91,1, Arithmetic Shapes Objects Emotions Actions
3.09,0,7,4.78,8.73,1.72,7.2,9,8,0,Alphabets Colors Arithmetic Objects Actions
7.11,2.66,8.24,1.39,6,2,1.24,6.19,2.91,6, Colors Arithmetic Objects Emotions Communication
0,2.76,8,1.73,5.65,1,9,6.14,6.41,7.74,Alphabets Colors Arithmetic Shapes Objects
5.71,6.86,6.13,0,5.45,3,10,2,5.37,4,Alphabets Arithmetic Shapes Objects Sound Communication Actions
5.08,4,5.95,4,0.81,3,0,3,6.04,7.08,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound
5.33,1,7,7.24,0,4.13,1,6.1,5,0,Alphabets Colors Shapes Objects Emotions Communication Actions
2.84,8.39,5.29,7.63,0,6.03,7.17,5.08,7,3.47,Alphabets Digits Shapes Sound Actions
3,4,2,1,0,6.87,4.29,5.48,7.33,0.27,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Actions
8,0,0,4.65,8.73,3.23,5.76,1.53,0,5.69, Colors Digits Arithmetic Objects Emotions Sound Communication Actions
2.16,3,3.37,5.67,4.99,1.22,3,2.75,1,4.01,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
9,0.87,1.54,2.62,0.8,0.85,0,10,1.5,5.87, Colors Digits Arithmetic Shapes Objects Emotions Communication Actions
4.38,5.38,0.47,6,3.47,6.65,6,2,4,9.13,Alphabets Colors Digits Shapes Sound Communication
1.44,0,4.63,7,5,10,4,0,7.94,5,Alphabets Colors Digits Shapes Emotions Sound Actions
7,6.32,3.38,0,1,3,0,1.1,5.35,1, Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
0.3,1,4,6.87,9,2,5.44,3.89,4,3.03,Alphabets Colors Digits Objects Emotions Sound Communication Actions
9,1,0.17,1,6.88,0,1.64,0,3.7,7.35, Colors Digits Arithmetic Objects Emotions Sound Communication
5.76,8,8.26,0,8,0.91,2.5,3.06,3,4.35,Alphabets Arithmetic Objects Emotions Sound Communication Actions
5.25,2,2,2,1,4.92,9,6.41,3.52,3.19,Alphabets Colors Digits Arithmetic Shapes Objects Communication Actions
0,9,2.74,2.16,2,1.92,9.85,5.22,4,7.28,Alphabets Digits Arithmetic Shapes Objects Sound Communication
5.77,0,1.87,5.93,6.96,3.93,0,6.97,0,4.7,Alphabets Colors Digits Arithmetic Objects Emotions Communication Actions
0,5,4.3,7.85,5.75,4.34,10,8,6.91,0,Alphabets Colors Digits Shapes Objects Actions
5,2.6,2.41,1.84,0,5,1,1.48,0,3,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Communication Actions
5.02,0,0,4.91,1.94,10,6.47,0,7,4,Alphabets Colors Digits Arithmetic Shapes Sound Actions
0,3.52,3.82,7.89,2.5,6.13,8,1.6,1.65,1.88,Alphabets Colors Digits Shapes Sound Communication Actions
4.82,8.58,2,2,7,0,7,10,0,3,Alphabets Digits Arithmetic Objects Communication Actions
4.97,3,6,3,0,3,0,8,1.87,7.54,Alphabets Colors Arithmetic Shapes Objects Emotions Communication
7.92,0,7.15,7.8,0.71,7.45,5,4,8.62,0, Colors Shapes Emotions Sound Actions
3,8,7,5.67,3.62,7,3,4.8,1.24,3.82,Alphabets Arithmetic Shapes Emotions Sound Communication Actions
6,3,4.44,3.56,1.78,2.45,6.27,0,5,1.07, Colors Digits Arithmetic Shapes Objects Sound Communication Actions
0,0,9,0,0,3.92,5.82,1.33,0,9.4,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Communication
2.94,6.58,7.19,7.31,0,1,0,7.55,8.22,3,Alphabets Shapes Objects Emotions Actions
8.74,0,4.32,0.33,6.66,7.28,2.94,1.2,10,8.7, Colors Digits Arithmetic Emotions Sound
0,0,4.3,0,0,8,0,0,5,0.62,Alphabets Colors Digits Arithmetic Shapes Emotions Sound Communication Actions
6.23,3.51,5,4.79,8.51,5.87,4.96,10,7,2.79, Colors Digits Arithmetic Objects Emotions Actions
1,0,8.22,4.14,5.37,0.81,0,5.32,6.03,4.43,Alphabets Colors Arithmetic Shapes Objects Emotions Sound Actions
6.68,1,1.42,4,4.79,6,5.99,2.98,0,3, Colors Digits Arithmetic Shapes Emotions Sound Communication Actions
5.52,0,6.92,9.31,5.8,4.79,8,1.95,8.07,0,Alphabets Colors Shapes Objects Sound Actions
4,6.17,0.82,2.21,5.25,10,5.6,0,2.61,2.52,Alphabets Digits Arithmetic Shapes Emotions Sound Communication Actions
0.49,9,7.03,5.82,0,9,0,8,6.95,5.86,Alphabets Arithmetic Shapes Emotions Actions
3.21,5.63,6.52,0.73,2.7,7,0,3,4.77,0.99,Alphabets Colors Arithmetic Shapes Emotions Sound Communication Actions
2.15,7.76,0,0.99,9.38,0.55,5.31,5,2,7.05,Alphabets Digits Arithmetic Objects Emotions Sound Communication
1.51,0,7.48,9.03,0,7.67,8.12,7.72,9.9,5,Alphabets Colors Shapes Actions
0,0,0,5,7,0,5.54,2.74,4.49,6.44,Alphabets Colors Digits Arithmetic Objects Emotions Sound Communication
7.61,0.4,0,5.52,2.01,7,8.23,2.92,0,6.7, Colors Digits Arithmetic Shapes Sound Communication
1.9,3.49,6.15,0.45,0.91,0,9,2.26,6,9,Alphabets Colors Arithmetic Shapes Objects Sound
5.83,6,7.42,0,1.85,7.97,7.18,2,3.75,6.71,Alphabets Arithmetic Shapes Sound Communication
5.98,10,5.65,1.09,4,6.95,5.5,7,1,1.42,Alphabets Digits Arithmetic Shapes Emotions Communication Actions
1,4,8.02,4.36,1,10,9.02,1.23,6,7,Alphabets Colors Arithmetic Shapes Sound
5,4.18,3.59,5,7.75,3.76,0,0,5.2,7,Alphabets Colors Digits Arithmetic Objects Emotions Sound Communication
7.76,5,0,0,0,7.37,2.6,0,0,0.32, Colors Digits Arithmetic Shapes Emotions Sound Communication Actions
0.93,2.93,0,10,8,2.56,0.82,6.99,6.58,6.02,Alphabets Colors Digits Objects Emotions
5.58,7.74,0,7,0.84,0.72,4.26,0.53,5.15,2.41,Alphabets Digits Shapes Objects Emotions Sound Communication Actions
7,0,5,8,6,7,2.1,0,7,7, Colors Digits Emotions Sound
5.51,7,6,6.81,7,8.82,2.26,3.08,2.26,0,Alphabets Emotions Sound Communication Actions
0.94,2,0,0,6.15,4.88,0,6.8,8,3.93,Alphabets Colors Digits Arithmetic Objects Emotions Actions
9,8,0.09,0,0,4.59,6.33,10,5.29,0, Digits Arithmetic Shapes Objects Communication Actions
1.1,5,0,5.19,3.42,8.78,3,7.24,2.38,10,Alphabets Colors Digits Arithmetic Shapes Emotions Communication
0,4.94,6,5,6.67,2,8,3.4,5.83,0,Alphabets Colors Arithmetic Objects Sound Communication Actions
4.89,4.72,3.56,0,0,0,1.06,0,8.39,6.7,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound
6.22,8.07,4.9,6,2.42,2.54,0,0,0,1.22, Digits Shapes Objects Emotions Sound Communication Actions
8,0,0,1.73,0,4,7.32,0.13,6,1, Colors Digits Arithmetic Shapes Objects Sound Actions
0,7.12,6.5,5.41,6.23,0,0,1,4.26,0,Alphabets Arithmetic Objects Emotions Sound Communication Actions
3,2.28,2.28,0,5.97,6.6,6.4,3.96,0,0,Alphabets Colors Digits Arithmetic Shapes Sound Communication Actions
4.41,7.62,7,0.52,0,6.95,6,0.77,4.66,0,Alphabets Arithmetic Shapes Sound Communication Actions
3.32,8,0,6.29,4.21,2.04,8.33,5,5.71,3.12,Alphabets Digits Shapes Objects Sound Communication Actions
9,3,9.41,0,4.31,5.99,5.54,4.58,5.67,0, Colors Arithmetic Shapes Objects Emotions Sound Communication Actions
0.74,8,4,7,1,4.89,2.42,6,4.8,0,Alphabets Digits Shapes Objects Emotions Communication Actions
0,6.22,2.03,10,1.33,1,1.78,5.57,1.94,2.26,Alphabets Digits Shapes Objects Emotions Sound Communication Actions
3,2,0,5.87,2.2,2.05,4,2,10,1.45,Alphabets Colors Digits Arithmetic Shapes Objects Emotions Sound Actions
9.84,3.85,0,2.62,3,4.21,8.48,9,5,5, Colors Digits Arithmetic Shapes Objects Communication Actions
